time,price,bidVolume,askVolume
2026-07-14T22:00:00.000Z,29787.5,2,0
2026-07-14T22:00:00.000Z,29787.75,2,0
2026-07-14T22:00:00.000Z,29788,7,0
2026-07-14T22:00:00.000Z,29788.25,8,0
2026-07-14T22:00:00.000Z,29788.5,6,1
2026-07-14T22:00:00.000Z,29788.75,0,4
2026-07-14T22:00:00.000Z,29789,0,3
2026-07-14T22:00:00.000Z,29789.25,2,4
2026-07-14T22:00:00.000Z,29789.5,1,0
2026-07-14T22:00:00.000Z,29789.75,1,2
2026-07-14T22:00:00.000Z,29790,6,2
2026-07-14T22:00:00.000Z,29790.25,4,2
2026-07-14T22:00:00.000Z,29790.5,11,0
2026-07-14T22:00:00.000Z,29790.75,6,0
2026-07-14T22:00:00.000Z,29791,12,0
2026-07-14T22:00:00.000Z,29791.25,6,2
2026-07-14T22:00:00.000Z,29791.5,15,4
2026-07-14T22:00:00.000Z,29791.75,16,0
2026-07-14T22:00:00.000Z,29792,18,3
2026-07-14T22:00:00.000Z,29792.25,16,4
2026-07-14T22:00:00.000Z,29792.5,11,7
2026-07-14T22:00:00.000Z,29792.75,12,11
2026-07-14T22:00:00.000Z,29793,13,12
2026-07-14T22:00:00.000Z,29793.25,8,10
2026-07-14T22:00:00.000Z,29793.5,18,9
2026-07-14T22:00:00.000Z,29793.75,11,3
2026-07-14T22:00:00.000Z,29794,18,17
2026-07-14T22:00:00.000Z,29794.25,23,17
2026-07-14T22:00:00.000Z,29794.5,12,25
2026-07-14T22:00:00.000Z,29794.75,37,21
2026-07-14T22:00:00.000Z,29795,23,11
2026-07-14T22:00:00.000Z,29795.25,22,11
2026-07-14T22:00:00.000Z,29795.5,3,15
2026-07-14T22:00:00.000Z,29795.75,11,14
2026-07-14T22:00:00.000Z,29796,13,15
2026-07-14T22:00:00.000Z,29796.25,7,13
2026-07-14T22:00:00.000Z,29796.5,2,17
2026-07-14T22:00:00.000Z,29796.75,5,17
2026-07-14T22:00:00.000Z,29797,11,8
2026-07-14T22:00:00.000Z,29797.25,13,10
2026-07-14T22:00:00.000Z,29797.5,8,12
2026-07-14T22:00:00.000Z,29797.75,8,9
2026-07-14T22:00:00.000Z,29798,6,4
2026-07-14T22:00:00.000Z,29798.25,10,1
2026-07-14T22:00:00.000Z,29798.5,12,8
2026-07-14T22:00:00.000Z,29798.75,11,6
2026-07-14T22:00:00.000Z,29799,2,4
2026-07-14T22:00:00.000Z,29799.25,6,8
2026-07-14T22:00:00.000Z,29799.5,8,10
2026-07-14T22:00:00.000Z,29799.75,6,9
2026-07-14T22:00:00.000Z,29800,5,15
2026-07-14T22:00:00.000Z,29800.25,5,5
2026-07-14T22:00:00.000Z,29800.5,1,7
2026-07-14T22:00:00.000Z,29800.75,2,4
2026-07-14T22:00:00.000Z,29801,2,6
2026-07-14T22:00:00.000Z,29801.25,2,6
2026-07-14T22:00:00.000Z,29801.5,1,5
2026-07-14T22:00:00.000Z,29801.75,5,17
2026-07-14T22:00:00.000Z,29802,1,11
2026-07-14T22:00:00.000Z,29802.25,4,4
2026-07-14T22:00:00.000Z,29802.5,1,8
2026-07-14T22:00:00.000Z,29802.75,1,3
2026-07-14T22:00:00.000Z,29803,0,7
2026-07-14T22:00:00.000Z,29803.25,1,1
2026-07-14T22:00:00.000Z,29803.5,5,4
2026-07-14T22:00:00.000Z,29803.75,2,6
2026-07-14T22:00:00.000Z,29804,2,1
2026-07-14T22:00:00.000Z,29804.25,2,3
2026-07-14T22:00:00.000Z,29804.5,12,11
2026-07-14T22:00:00.000Z,29804.75,1,3
2026-07-14T22:00:00.000Z,29805,3,8
2026-07-14T22:00:00.000Z,29805.25,3,2
2026-07-14T22:00:00.000Z,29805.5,2,1
2026-07-14T22:00:00.000Z,29806,1,2
2026-07-14T22:00:00.000Z,29806.5,0,2
2026-07-14T22:00:00.000Z,29806.75,0,1
2026-07-14T22:01:00.000Z,29782.25,2,0
2026-07-14T22:01:00.000Z,29782.5,11,1
2026-07-14T22:01:00.000Z,29782.75,1,1
2026-07-14T22:01:00.000Z,29783,4,3
2026-07-14T22:01:00.000Z,29783.25,5,8
2026-07-14T22:01:00.000Z,29783.5,5,12
2026-07-14T22:01:00.000Z,29783.75,12,6
2026-07-14T22:01:00.000Z,29784,12,11
2026-07-14T22:01:00.000Z,29784.25,12,12
2026-07-14T22:01:00.000Z,29784.5,19,12
2026-07-14T22:01:00.000Z,29784.75,11,19
2026-07-14T22:01:00.000Z,29785,11,13
2026-07-14T22:01:00.000Z,29785.25,27,17
2026-07-14T22:01:00.000Z,29785.5,35,14
2026-07-14T22:01:00.000Z,29785.75,42,13
2026-07-14T22:01:00.000Z,29786,24,12
2026-07-14T22:01:00.000Z,29786.25,39,16
2026-07-14T22:01:00.000Z,29786.5,7,17
2026-07-14T22:01:00.000Z,29786.75,20,25
2026-07-14T22:01:00.000Z,29787,27,32
2026-07-14T22:01:00.000Z,29787.25,36,28
2026-07-14T22:01:00.000Z,29787.5,17,22
2026-07-14T22:01:00.000Z,29787.75,7,30
2026-07-14T22:01:00.000Z,29788,13,20
2026-07-14T22:01:00.000Z,29788.25,6,13
2026-07-14T22:01:00.000Z,29788.5,0,10
2026-07-14T22:01:00.000Z,29788.75,0,5
2026-07-14T22:01:00.000Z,29789,2,5
2026-07-14T22:01:00.000Z,29789.25,1,1
2026-07-14T22:01:00.000Z,29789.5,4,0
2026-07-14T22:01:00.000Z,29789.75,4,0
2026-07-14T22:01:00.000Z,29790,3,3
2026-07-14T22:01:00.000Z,29790.25,11,5
2026-07-14T22:01:00.000Z,29790.5,17,5
2026-07-14T22:01:00.000Z,29790.75,1,5
2026-07-14T22:01:00.000Z,29791,1,7
2026-07-14T22:01:00.000Z,29791.25,0,11
2026-07-14T22:01:00.000Z,29791.5,0,2
2026-07-14T22:01:00.000Z,29791.75,0,3
2026-07-14T22:01:00.000Z,29792,0,2
2026-07-14T22:02:00.000Z,29779.5,1,0
2026-07-14T22:02:00.000Z,29779.75,9,0
2026-07-14T22:02:00.000Z,29780,16,0
2026-07-14T22:02:00.000Z,29780.25,27,0
2026-07-14T22:02:00.000Z,29780.5,13,0
2026-07-14T22:02:00.000Z,29780.75,7,14
2026-07-14T22:02:00.000Z,29781,12,11
2026-07-14T22:02:00.000Z,29781.25,27,14
2026-07-14T22:02:00.000Z,29781.5,1,15
2026-07-14T22:02:00.000Z,29781.75,16,14
2026-07-14T22:02:00.000Z,29782,28,21
2026-07-14T22:02:00.000Z,29782.25,18,11
2026-07-14T22:02:00.000Z,29782.5,29,9
2026-07-14T22:02:00.000Z,29782.75,10,17
2026-07-14T22:02:00.000Z,29783,5,14
2026-07-14T22:02:00.000Z,29783.25,32,15
2026-07-14T22:02:00.000Z,29783.5,6,15
2026-07-14T22:02:00.000Z,29783.75,7,12
2026-07-14T22:02:00.000Z,29784,7,9
2026-07-14T22:02:00.000Z,29784.25,6,4
2026-07-14T22:02:00.000Z,29784.5,3,2
2026-07-14T22:02:00.000Z,29784.75,5,7
2026-07-14T22:02:00.000Z,29785,5,2
2026-07-14T22:02:00.000Z,29785.25,11,4
2026-07-14T22:02:00.000Z,29785.5,9,0
2026-07-14T22:02:00.000Z,29785.75,9,8
2026-07-14T22:02:00.000Z,29786,5,6
2026-07-14T22:02:00.000Z,29786.25,2,5
2026-07-14T22:02:00.000Z,29786.5,0,10
2026-07-14T22:02:00.000Z,29786.75,3,6
2026-07-14T22:02:00.000Z,29787,0,17
2026-07-14T22:02:00.000Z,29787.25,0,3
2026-07-14T22:02:00.000Z,29787.5,0,8
2026-07-14T22:02:00.000Z,29787.75,0,4
2026-07-14T22:03:00.000Z,29779.25,6,0
2026-07-14T22:03:00.000Z,29779.5,7,0
2026-07-14T22:03:00.000Z,29779.75,7,0
2026-07-14T22:03:00.000Z,29780,9,3
2026-07-14T22:03:00.000Z,29780.25,6,0
2026-07-14T22:03:00.000Z,29780.5,19,0
2026-07-14T22:03:00.000Z,29780.75,7,0
2026-07-14T22:03:00.000Z,29781,8,2
2026-07-14T22:03:00.000Z,29781.25,2,9
2026-07-14T22:03:00.000Z,29781.5,6,20
2026-07-14T22:03:00.000Z,29781.75,15,8
2026-07-14T22:03:00.000Z,29782,3,4
2026-07-14T22:03:00.000Z,29782.25,9,4
2026-07-14T22:03:00.000Z,29782.5,13,4
2026-07-14T22:03:00.000Z,29782.75,12,13
2026-07-14T22:03:00.000Z,29783,23,5
2026-07-14T22:03:00.000Z,29783.25,10,9
2026-07-14T22:03:00.000Z,29783.5,10,10
2026-07-14T22:03:00.000Z,29783.75,3,15
2026-07-14T22:03:00.000Z,29784,5,11
2026-07-14T22:03:00.000Z,29784.25,0,4
2026-07-14T22:04:00.000Z,29782,2,0
2026-07-14T22:04:00.000Z,29782.25,9,0
2026-07-14T22:04:00.000Z,29782.5,12,2
2026-07-14T22:04:00.000Z,29782.75,5,6
2026-07-14T22:04:00.000Z,29783,8,3
2026-07-14T22:04:00.000Z,29783.25,2,9
2026-07-14T22:04:00.000Z,29783.5,1,15
2026-07-14T22:04:00.000Z,29783.75,2,5
2026-07-14T22:04:00.000Z,29784,6,6
2026-07-14T22:04:00.000Z,29784.25,3,9
2026-07-14T22:04:00.000Z,29784.5,11,10
2026-07-14T22:04:00.000Z,29784.75,2,10
2026-07-14T22:04:00.000Z,29785,4,18
2026-07-14T22:04:00.000Z,29785.25,0,9
2026-07-14T22:04:00.000Z,29785.5,2,22
2026-07-14T22:04:00.000Z,29785.75,0,11
2026-07-14T22:04:00.000Z,29786,1,9
2026-07-14T22:04:00.000Z,29786.25,4,8
2026-07-14T22:04:00.000Z,29786.5,10,9
2026-07-14T22:04:00.000Z,29786.75,4,13
2026-07-14T22:04:00.000Z,29787,4,1
2026-07-14T22:04:00.000Z,29787.25,2,12
2026-07-14T22:04:00.000Z,29787.5,2,3
2026-07-14T22:04:00.000Z,29787.75,0,7
2026-07-14T22:04:00.000Z,29788,19,8
2026-07-14T22:04:00.000Z,29788.25,0,9
2026-07-14T22:04:00.000Z,29788.5,0,2
2026-07-14T22:05:00.000Z,29781.75,1,0
2026-07-14T22:05:00.000Z,29782,6,1
2026-07-14T22:05:00.000Z,29782.25,12,20
2026-07-14T22:05:00.000Z,29782.5,2,0
2026-07-14T22:05:00.000Z,29782.75,10,0
2026-07-14T22:05:00.000Z,29783,15,4
2026-07-14T22:05:00.000Z,29783.25,3,0
2026-07-14T22:05:00.000Z,29783.5,10,6
2026-07-14T22:05:00.000Z,29783.75,13,8
2026-07-14T22:05:00.000Z,29784,15,3
2026-07-14T22:05:00.000Z,29784.25,14,5
2026-07-14T22:05:00.000Z,29784.5,18,14
2026-07-14T22:05:00.000Z,29784.75,11,9
2026-07-14T22:05:00.000Z,29785,12,17
2026-07-14T22:05:00.000Z,29785.25,14,10
2026-07-14T22:05:00.000Z,29785.5,6,11
2026-07-14T22:05:00.000Z,29785.75,8,13
2026-07-14T22:05:00.000Z,29786,9,12
2026-07-14T22:05:00.000Z,29786.25,15,16
2026-07-14T22:05:00.000Z,29786.5,4,13
2026-07-14T22:05:00.000Z,29786.75,6,9
2026-07-14T22:05:00.000Z,29787,2,7
2026-07-14T22:05:00.000Z,29787.25,9,10
2026-07-14T22:05:00.000Z,29787.5,7,13
2026-07-14T22:05:00.000Z,29787.75,3,19
2026-07-14T22:05:00.000Z,29788,2,13
2026-07-14T22:05:00.000Z,29788.25,8,6
2026-07-14T22:05:00.000Z,29788.5,6,3
2026-07-14T22:05:00.000Z,29788.75,0,7
2026-07-14T22:05:00.000Z,29789,0,17
2026-07-14T22:05:00.000Z,29789.25,1,21
2026-07-14T22:05:00.000Z,29789.5,5,6
2026-07-14T22:05:00.000Z,29789.75,5,9
2026-07-14T22:05:00.000Z,29790,5,57
2026-07-14T22:05:00.000Z,29790.25,7,9
2026-07-14T22:05:00.000Z,29790.5,6,4
2026-07-14T22:05:00.000Z,29790.75,2,8
2026-07-14T22:05:00.000Z,29791,4,7
2026-07-14T22:05:00.000Z,29791.25,0,5
2026-07-14T22:05:00.000Z,29791.5,0,2
2026-07-14T22:05:00.000Z,29791.75,1,3
2026-07-14T22:05:00.000Z,29792,2,6
2026-07-14T22:05:00.000Z,29792.25,0,2
2026-07-14T22:06:00.000Z,29783.5,6,0
2026-07-14T22:06:00.000Z,29783.75,7,1
2026-07-14T22:06:00.000Z,29784,6,1
2026-07-14T22:06:00.000Z,29784.25,11,0
2026-07-14T22:06:00.000Z,29784.5,8,5
2026-07-14T22:06:00.000Z,29784.75,8,9
2026-07-14T22:06:00.000Z,29785,11,6
2026-07-14T22:06:00.000Z,29785.25,8,3
2026-07-14T22:06:00.000Z,29785.5,0,10
2026-07-14T22:06:00.000Z,29785.75,5,8
2026-07-14T22:06:00.000Z,29786,4,8
2026-07-14T22:06:00.000Z,29786.25,2,4
2026-07-14T22:06:00.000Z,29786.5,6,1
2026-07-14T22:06:00.000Z,29786.75,3,7
2026-07-14T22:06:00.000Z,29787,1,8
2026-07-14T22:06:00.000Z,29787.25,4,3
2026-07-14T22:06:00.000Z,29787.5,1,3
